Ipc-image Image,Ipc-image Image.1,Ipc-lockup-overlay URL,Title,Title.1,Ipc-inline-list__item,Ipc-inline-list__item.1,Rating,Rating.1,Ipc-html-content-inner-div,Ipc-inline-list__item.2,Sc-9fe7b0ef-0,genre,image_path,download_error,valid_image
"https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg",Uma Thurman in Pulp Fiction (1994),https://www.imdb.com/title/tt0110912/?ref_=sr_i_11,https://www.imdb.com/title/tt0110912/?ref_=sr_t_11,11. Pulp Fiction,1994,2h 34m,8.8,( 2.4M ),"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",R,95.0,Drama_Crime,images\10.jpg,,True
"https://m.media-amazon.com/images/M/MV5BOTgyOGQ1NDItNGU3Ny00MjU3LTg2YWEtNmEyYjBiMjI1Y2M5XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",Brad Pitt and Edward Norton in Fight Club (1999),https://www.imdb.com/title/tt0137523/?ref_=sr_i_12,https://www.imdb.com/title/tt0137523/?ref_=sr_t_12,12. Fight Club,1999,2h 19m,8.8,( 2.6M ),An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,R,67.0,Horror_Thriller,images\11.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNDYwNzVjMTItZmU5YS00YjQ5LTljYjgtMjY2NDVmYWMyNWFmXkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg",Tom Hanks in Forrest Gump (1994),https://www.imdb.com/title/tt0109830/?ref_=sr_i_13,https://www.imdb.com/title/tt0109830/?ref_=sr_t_13,13. Forrest Gump,1994,2h 22m,8.8,( 2.5M ),"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",PG-13,82.0,Drama_Crime,images\12.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMGQxMDdiOWUtYjc1Ni00YzM1LWE2NjMtZTg3Y2JkMjEzMTJjXkEyXkFqcGc@._V1_QL75_UX180_CR0,7,180,266_.jpg","Liv Tyler, Sean Astin, Christopher Lee, Elijah Wood, Viggo Mortensen, Miranda Otto, Ian McKellen, Orlando Bloom, John Rhys-Davies, and Andy Serkis in The Lord of the Rings: The Two Towers (2002)",https://www.imdb.com/title/tt0167261/?ref_=sr_i_14,https://www.imdb.com/title/tt0167261/?ref_=sr_t_14,14. The Lord of the Rings: The Two Towers,2002,2h 59m,8.8,( 2M ),"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",PG-13,87.0,Drama_Crime,images\13.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZDc2YzhkODAtZmRmZS00YzcxLWJkYWEtM2ZhZjY3MmMyZmJiXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",Uma Thurman in Kill Bill: The Whole Bloody Affair (2004),https://www.imdb.com/title/tt6019206/?ref_=sr_i_15,https://www.imdb.com/title/tt6019206/?ref_=sr_t_15,15. Kill Bill: The Whole Bloody Affair,2004,4h 13m,8.8,( 35K ),"A female assassin seeks revenge on her former lover and squad members, all of whom left her for dead.",Not Rated,95.0,Romance,images\14.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMWM5ZjQxM2YtNDlmYi00ZDNhLWI4MWUtN2VkYjBlMTY1ZTkwXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","The Good, the Bad and the Ugly (1966)",https://www.imdb.com/title/tt0060196/?ref_=sr_i_16,https://www.imdb.com/title/tt0060196/?ref_=sr_t_16,"16. The Good, the Bad and the Ugly",1966,2h 58m,8.8,( 889K ),A bounty-hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,R,90.0,Drama_Crime,images\15.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Matthew McConaughey in Interstellar (2014),https://www.imdb.com/title/tt0816692/?ref_=sr_i_17,https://www.imdb.com/title/tt0816692/?ref_=sr_t_17,17. Interstellar,2014,2h 49m,8.7,( 2.5M ),"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",PG-13,74.0,Sci_Fi,images\16.jpg,,True
"https://m.media-amazon.com/images/M/MV5BN2E5NzI2ZGMtY2VjNi00YTRjLWI1MDUtZGY5OWU1MWJjZjRjXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","Robert De Niro, Ray Liotta, and Joe Pesci in GoodFellas (1990)",https://www.imdb.com/title/tt0099685/?ref_=sr_i_18,https://www.imdb.com/title/tt0099685/?ref_=sr_t_18,18. GoodFellas,1990,2h 25m,8.7,( 1.4M ),"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",R,92.0,Romance,images\17.jpg,,True
"https://m.media-amazon.com/images/M/MV5BN2NmN2VhMTQtMDNiOS00NDlhLTliMjgtODE2ZTY0ODQyNDRhXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","Keanu Reeves, Laurence Fishburne, Joe Pantoliano, and Carrie-Anne Moss in The Matrix (1999)",https://www.imdb.com/title/tt0133093/?ref_=sr_i_19,https://www.imdb.com/title/tt0133093/?ref_=sr_t_19,19. The Matrix,1999,2h 16m,8.7,( 2.2M ),"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",R,73.0,Horror_Thriller,images\18.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_QL75_UY266_CR11,0,180,266_.jpg",Vikrant Massey in 12th Fail (2023),https://www.imdb.com/title/tt23849204/?ref_=sr_i_20,https://www.imdb.com/title/tt23849204/?ref_=sr_t_20,20. 12th Fail,2023,2h 27m,8.7,( 170K ),The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,,,Drama_Crime,images\19.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTkxNGFlNDktZmJkNC00MDdhLTg0MTEtZjZiYWI3MGE5NWIwXkEyXkFqcGc@._V1_QL75_UX180_CR0,7,180,266_.jpg","Harrison Ford, Anthony Daniels, Carrie Fisher, Mark Hamill, James Earl Jones, David Prowse, Kenny Baker, and Peter Mayhew in Star Wars: Episode V - The Empire Strikes Back (1980)",https://www.imdb.com/title/tt0080684/?ref_=sr_i_21,https://www.imdb.com/title/tt0080684/?ref_=sr_t_21,21. Star Wars: Episode V - The Empire Strikes Back,1980,2h 4m,8.7,( 1.5M ),"After the Empire overpowers the Rebel Alliance, Luke Skywalker begins training with Jedi Master Yoda, while Darth Vader and bounty hunter Boba Fett pursue his friends across the galaxy.",PG,82.0,Sci_Fi,images\20.jpg,,True
"https://m.media-amazon.com/images/M/MV5BOWY4MzlmNjItZGYzMS00ZDVhLWI2ZDMtNWEwZTBiMmU0YzQ4XkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Rakshit Shetty in 777 Charlie (2022),https://www.imdb.com/title/tt7466810/?ref_=sr_i_22,https://www.imdb.com/title/tt7466810/?ref_=sr_t_22,22. 777 Charlie,2022,2h 44m,8.7,( 47K ),Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie enters his life and gives him a new perspective towards it.,,,Action_Adventure,images\21.jpg,,True
"https://m.media-amazon.com/images/M/MV5BY2IzNzMxZjctZjUxZi00YzAxLTk3ZjMtODFjODdhMDU5NDM1XkEyXkFqcGc@._V1_QL75_UX180_CR0,7,180,266_.jpg",Brad Pitt and Morgan Freeman in Seven (1995),https://www.imdb.com/title/tt0114369/?ref_=sr_i_23,https://www.imdb.com/title/tt0114369/?ref_=sr_t_23,23. Seven,1995,2h 7m,8.6,( 2M ),Two detectives try to track down a serial killer who chooses his victims based on the Seven Deadly Sins.,R,65.0,Horror_Thriller,images\22.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNDdhOGJhYzctYzYwZC00YmI2LWI0MjctYjg4ODdlMDExYjBlXkEyXkFqcGc@._V1_QL75_UY266_CR0,0,180,266_.jpg",Jodie Foster in The Silence of the Lambs (1991),https://www.imdb.com/title/tt0102926/?ref_=sr_i_24,https://www.imdb.com/title/tt0102926/?ref_=sr_t_24,24. The Silence of the Lambs,1991,1h 58m,8.6,( 1.7M ),"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",R,86.0,Horror_Thriller,images\23.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_QL75_UX180_CR0,0,180,266_.jpg",Movie Poster,https://www.imdb.com/title/tt0120689/?ref_=sr_i_25,https://www.imdb.com/title/tt0120689/?ref_=sr_t_25,25. The Green Mile,1999,3h 9m,8.6,( 1.6M ),A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,R,61.0,Horror_Thriller,images\24.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZGZhZGQ1ZWUtZTZjYS00MDJhLWFkYjctN2ZlYjE5NWYwZDM2XkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg","Tom Hanks, Matt Damon, Tom Sizemore, and Edward Burns in Saving Private Ryan (1998)",https://www.imdb.com/title/tt0120815/?ref_=sr_i_26,https://www.imdb.com/title/tt0120815/?ref_=sr_t_26,26. Saving Private Ryan,1998,2h 49m,8.6,( 1.6M ),"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose comrades have been killed in action.",R,91.0,Horror_Thriller,images\25.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYjY4NGI5OTUtY2ZlZS00Zjk4LTk5N2MtN2JmYWVjNGNmMGRlXkEyXkFqcGc@._V1_QL75_UY266_CR0,0,180,266_.jpg",Inhabitants of Belo Vale Boa Morte and Cidade de Congonhas and Paige Ellens in City of God (2002),https://www.imdb.com/title/tt0317248/?ref_=sr_i_27,https://www.imdb.com/title/tt0317248/?ref_=sr_t_27,27. City of God,2002,2h 10m,8.6,( 869K ),"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",R,79.0,Animation_Family,images\26.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZTBhOGYzZjQtYzE0Mi00MGIwLWE0MWYtNzMxNTM2OTFkM2NjXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg","Roberto Benigni, Nicoletta Braschi, and Giorgio Cantarini in Life Is Beautiful (1997)",https://www.imdb.com/title/tt0118799/?ref_=sr_i_28,https://www.imdb.com/title/tt0118799/?ref_=sr_t_28,28. Life Is Beautiful,1997,1h 56m,8.6,( 811K ),"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",PG-13,58.0,Comedy,images\27.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNTEyNmEwOWUtYzkyOC00ZTQ4LTllZmUtMjk0Y2YwOGUzYjRiXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Spirited Away (2001),https://www.imdb.com/title/tt0245429/?ref_=sr_i_29,https://www.imdb.com/title/tt0245429/?ref_=sr_t_29,29. Spirited Away,2001,2h 4m,8.6,( 964K ),"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",PG,96.0,Animation_Family,images\28.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYjBkMjgzMzYtNzRiMS00NDc3LWE4YTUtZjYxYjZhNjNhYzhhXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg",Jack Nicholson in One Flew Over the Cuckoo's Nest (1975),https://www.imdb.com/title/tt0073486/?ref_=sr_i_30,https://www.imdb.com/title/tt0073486/?ref_=sr_t_30,30. One Flew Over the Cuckoo's Nest,1975,2h 13m,8.6,( 1.2M ),"A rebellious convict is sent to a psychiatric hospital for evaluation in 1963 Oregon, and encourages his docile companions to take more control of their lives and defy the tyrannical head nurse.",R,84.0,Drama_Crime,images\29.jpg,,True
"https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_QL75_UX180_CR0,4,180,266_.jpg","Anthony Daniels, Carrie Fisher, Mark Hamill, James Earl Jones, David Prowse, and Kenny Baker in Star Wars: Episode IV - A New Hope (1977)",https://www.imdb.com/title/tt0076759/?ref_=sr_i_31,https://www.imdb.com/title/tt0076759/?ref_=sr_t_31,31. Star Wars: Episode IV - A New Hope,1977,2h 1m,8.6,( 1.6M ),"A farmboy joins forces with various allies to save their galaxy from the evil Empire's planet-destroying battle station, while also rescuing the princess leading the rebellion against them.",PG,90.0,Sci_Fi,images\30.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNGMyMGNkMDUtMjc2Ni00NWFlLTgyODEtZTY2MzBiZTg0OWZiXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg",Arnold Schwarzenegger and John Pantellas in Terminator 2: Judgment Day (1991),https://www.imdb.com/title/tt0103064/?ref_=sr_i_32,https://www.imdb.com/title/tt0103064/?ref_=sr_t_32,32. Terminator 2: Judgment Day,1991,2h 17m,8.6,( 1.3M ),"A cyborg from the future, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from an even more advanced and powerful cyborg.",R,75.0,Horror_Thriller,images\31.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZjliMWExOTMtZDQ3ZS00NWU3LWIyN2EtMjllNzk3ZTNlYzg4XkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg","Toshirô Mifune, Minoru Chiaki, Yoshio Inaba, Daisuke Katô, Isao Kimura, Seiji Miyaguchi, Takashi Shimura, and Keiko Tsushima in Seven Samurai (1954)",https://www.imdb.com/title/tt0047478/?ref_=sr_i_33,https://www.imdb.com/title/tt0047478/?ref_=sr_t_33,33. Seven Samurai,1954,3h 27m,8.6,( 401K ),"Farmers from a village exploited by bandits hire a veteran samurai for protection, and he gathers six other samurai to join him.",Not Rated,98.0,Drama_Crime,images\32.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMDM4OWFhYjEtNTE5Yy00NjcyLTg5N2UtZDQwNDZlYjlmNDU5XkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg",James Stewart and Donna Reed in It's a Wonderful Life (1946),https://www.imdb.com/title/tt0038650/?ref_=sr_i_34,https://www.imdb.com/title/tt0038650/?ref_=sr_t_34,34. It's a Wonderful Life,1946,2h 10m,8.6,( 554K ),An angel is sent from Heaven to help a desperately frustrated businessman see the value of his own life.,PG,89.0,Drama_Crime,images\33.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZThiZjU5ZDQtZDI4Mi00ZGYyLTkzOTktYmIzZTFlZTkxYzg5XkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg",Harakiri (1962),https://www.imdb.com/title/tt0056058/?ref_=sr_i_35,https://www.imdb.com/title/tt0056058/?ref_=sr_t_35,35. Harakiri,1962,2h 13m,8.6,( 91K ),"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",Not Rated,85.0,Drama_Crime,images\34.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_QL75_UY266_CR17,0,180,266_.jpg",Suriya and Lijo Mol Jose in Jai Bhim (2021),https://www.imdb.com/title/tt15097216/?ref_=sr_i_36,https://www.imdb.com/title/tt15097216/?ref_=sr_t_36,36. Jai Bhim,2021,2h 44m,8.6,( 234K ),"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",Approved,,Drama_Crime,images\35.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNDgyNDFhMTgtM2Y5YS00MTczLWJmODktNTAzZGIyYWNjYmFjXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",Kamal Haasan in Nayakan (1987),https://www.imdb.com/title/tt0093603/?ref_=sr_i_37,https://www.imdb.com/title/tt0093603/?ref_=sr_t_37,37. Nayakan,1987,2h 25m,8.6,( 28K ),"A common man's struggles against a corrupt police force put him on the wrong side of the law. He becomes a don, who is loved and respected by many, but his growing power and influence exact a heavy toll.",Not Rated,,Romance,images\36.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZTU5NTNmMjAtODM0Mi00YzU5LTk1OWQtZWU1NzZhMzBjYjY1XkEyXkFqcGc@._V1_QL75_UX180_CR0,17,180,266_.jpg","Paresh Rawal, Urvashi, Suriya, and Aparna Balamurali in Soorarai Pottru (2020)",https://www.imdb.com/title/tt10189514/?ref_=sr_i_38,https://www.imdb.com/title/tt10189514/?ref_=sr_t_38,38. Soorarai Pottru,2020,2h 33m,8.6,( 132K ),"A determined villager challenges the aviation industry's elite by pursuing his vision of affordable air travel for all, despite numerous obstacles and setbacks",,,Drama_Crime,images\37.jpg,,True
"https://m.media-amazon.com/images/M/MV5BODkyMDUwNWUtOWMxNC00YWZlLWE4MjAtNDZjYTgyN2VmOGJhXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Madhavan in Rocketry: The Nambi Effect (2022),https://www.imdb.com/title/tt9263550/?ref_=sr_i_39,https://www.imdb.com/title/tt9263550/?ref_=sr_t_39,39. Rocketry: The Nambi Effect,2022,2h 37m,8.6,( 62K ),"The story of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994.",,,Action_Adventure,images\38.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNDAxNWM0NmMtOTE0YS00M2I0LTkwNjItNWY2N2VmNzJiZTdmXkEyXkFqcGc@._V1_QL75_UY266_CR7,0,180,266_.jpg",Kamal Haasan and Madhavan in Anbe Sivam (2003),https://www.imdb.com/title/tt0367495/?ref_=sr_i_40,https://www.imdb.com/title/tt0367495/?ref_=sr_t_40,40. Anbe Sivam,2003,2h 40m,8.6,( 28K ),"Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate.",Not Rated,,Drama_Crime,images\39.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNzdkNjAxNWMtNWY3My00NTI1LTg2YWQtOGI3MDA0NzdhMjEyXkEyXkFqcGc@._V1_QL75_UY266_CR11,0,180,266_.jpg",Dhurandhar The Revenge (2026),https://www.imdb.com/title/tt39139925/?ref_=sr_i_41,https://www.imdb.com/title/tt39139925/?ref_=sr_t_41,41. Dhurandhar The Revenge,2026,3h 50m,8.5,( 45K ),"Jaskirat Singh Rangi descends deeper into his alias as Hamza Ali Mazari, rising through Karachi's criminal hierarchy to claim the feared title ""Sher-e-Baloch"" while balancing loyalty, betrayal, and survival in a ruthless underworld.",,,Drama_Crime,images\40.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTM3MzQ5MjQ5OF5BMl5BanBnXkFtZTcwMTQ3NzMzMw@@._V1_QL75_UY266_CR0,0,180,266_.jpg","Christian Bale, Hugh Jackman, and Scarlett Johansson in The Prestige (2006)",https://www.imdb.com/title/tt0482571/?ref_=sr_i_42,https://www.imdb.com/title/tt0482571/?ref_=sr_t_42,42. The Prestige,2006,2h 10m,8.5,( 1.6M ),"Two friends and fellow magicians become bitter enemies after a sudden tragedy. As they devote themselves to this rivalry, they make sacrifices that bring them fame but, with terrible consequences.",PG-13,66.0,Drama_Crime,images\41.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZmM3ZjE0NzctNjBiOC00MDZmLTgzMTUtNGVlOWFlOTNiZDJiXkEyXkFqcGc@._V1_QL75_UX180_CR0,7,180,266_.jpg",Michael J. Fox in Back to the Future (1985),https://www.imdb.com/title/tt0088763/?ref_=sr_i_43,https://www.imdb.com/title/tt0088763/?ref_=sr_t_43,43. Back to the Future,1985,1h 56m,8.5,( 1.4M ),"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",PG,88.0,Drama_Crime,images\42.jpg,,True
