Ipc-image Image,Ipc-image Image.1,Ipc-lockup-overlay URL,Title,Title.1,Ipc-inline-list__item,Ipc-inline-list__item.1,Rating,Rating.1,Ipc-html-content-inner-div,Ipc-inline-list__item.2,Sc-9fe7b0ef-0,genre,image_path,download_error,valid_image
"https://m.media-amazon.com/images/M/MV5BNGRkYTNhOWQtYmI0Ni00MjZhLWJmMzAtMTA2Mjg4NGNiNDU0XkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg",Natalie Portman and Jean Reno in Léon: The Professional (1994),https://www.imdb.com/title/tt0110413/?ref_=sr_i_52,https://www.imdb.com/title/tt0110413/?ref_=sr_t_52,52. Léon: The Professional,1994,1h 50m,8.5,( 1.3M ),"When her family is murdered by a group of corrupt officers led by the tyrannical Norman Stansfield, a young 12-year-old girl enlists the help of an Italian-American hitman to seek revenge.",R,64.0,Horror_Thriller,images\51.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMjNhOGI3NmQtODJmNy00MWM5LWIzYmMtZWEwZDkwMWUwZGZlXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg",Anupam Kher and Naseeruddin Shah in A Wednesday (2008),https://www.imdb.com/title/tt1280558/?ref_=sr_i_332,https://www.imdb.com/title/tt1280558/?ref_=sr_t_332,332. A Wednesday,2008,1h 44m,8.1,( 86K ),A retiring police officer reminisces about the most astounding day of his career and a case that was never filed but continues to haunt his memories: the case of a man and a Wednesday.,Not Rated,,Drama_Crime,images\331.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_QL75_UX180_CR0,9,180,266_.jpg","Neil Brown Jr., Aldis Hodge, Corey Hawkins, Jason Mitchell, and O'Shea Jackson Jr. in Straight Outta Compton (2015)",https://www.imdb.com/title/tt1398426/?ref_=sr_i_734,https://www.imdb.com/title/tt1398426/?ref_=sr_t_734,734. Straight Outta Compton,2015,2h 27m,7.8,( 233K ),The rap group NWA emerges from the mean streets of Compton in the mid-1980s and revolutionizes hip-hop culture with their music and tales about life in the hood.,R,72.0,Drama_Crime,images\733.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZWJjZDNjMTMtYzJlYy00MDFhLWE0ZWQtYmNkYTQ0NmQzNDU4XkEyXkFqcGc@._V1_QL75_UY266_CR8,0,180,266_.jpg",Beauty and the Beast (1946),https://www.imdb.com/title/tt0038348/?ref_=sr_i_630,https://www.imdb.com/title/tt0038348/?ref_=sr_t_630,630. Beauty and the Beast,1946,1h 33m,7.9,( 30K ),"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",Not Rated,92.0,Drama_Crime,images\629.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZDU5ZTRkYmItZjg0Mi00ZTQwLThjMWItNWM3MTMxMzVjZmVjXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg","Jamie Lee Curtis, Don Johnson, Toni Collette, Christopher Plummer, Daniel Craig, Chris Evans, Michael Shannon, Ana de Armas, LaKeith Stanfield, Jaeden Martell, and Katherine Langford in Knives Out (2019)",https://www.imdb.com/title/tt8946378/?ref_=sr_i_502,https://www.imdb.com/title/tt8946378/?ref_=sr_t_502,502. Knives Out,2019,2h 10m,7.9,( 875K ),"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate.",PG-13,82.0,Drama_Crime,images\501.jpg,,True
"https://m.media-amazon.com/images/M/MV5BODI4ZDZmOTUtYjFiNi00NDdiLTgwY2ItNjAzODc4N2I4NjljXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",Rififi (1955),https://www.imdb.com/title/tt0048021/?ref_=sr_i_335,https://www.imdb.com/title/tt0048021/?ref_=sr_t_335,335. Rififi,1955,1h 58m,8.1,( 39K ),"Four men plan a technically perfect crime, but the human element intervenes...",Not Rated,97.0,Drama_Crime,images\334.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNGVjMTMxZTQtMmVlNy00YmI0LWJjMDUtYTgyZWU1Njg5ZGRiXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",The Third Man (1949),https://www.imdb.com/title/tt0041959/?ref_=sr_i_286,https://www.imdb.com/title/tt0041959/?ref_=sr_t_286,286. The Third Man,1949,1h 44m,8.1,( 195K ),"Pulp novelist Holly Martins travels to shadowy, mystifying post-war Vienna only to find himself investigating the mysterious sudden death of old friend Harry Lime.",Approved,97.0,Horror_Thriller,images\285.jpg,,True
"https://m.media-amazon.com/images/M/MV5BN2NmN2VhMTQtMDNiOS00NDlhLTliMjgtODE2ZTY0ODQyNDRhXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","Keanu Reeves, Laurence Fishburne, Joe Pantoliano, and Carrie-Anne Moss in The Matrix (1999)",https://www.imdb.com/title/tt0133093/?ref_=sr_i_19,https://www.imdb.com/title/tt0133093/?ref_=sr_t_19,19. The Matrix,1999,2h 16m,8.7,( 2.2M ),"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",R,73.0,Horror_Thriller,images\18.jpg,,True
"https://m.media-amazon.com/images/M/MV5BM2YwMjJjNDEtYTFmMS00MTQ3LTkzYWQtMzYzNjgwZGIzOGQ3XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",Robert Blake and Scott Wilson in In Cold Blood (1967),https://www.imdb.com/title/tt0061809/?ref_=sr_i_585,https://www.imdb.com/title/tt0061809/?ref_=sr_t_585,585. In Cold Blood,1967,2h 14m,7.9,( 32K ),Two ex-cons murder a family in a robbery attempt before going on the run from the authorities who try to piece together the details of the murder in an attempt to track down the killers.,R,89.0,Horror_Thriller,images\584.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNmU0YjQ5OTUtZGJiYS00MWY0LTkxYjYtODEyZGJmYjhkNWIxXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",Nosferatu (1922),https://www.imdb.com/title/tt0013442/?ref_=sr_i_749,https://www.imdb.com/title/tt0013442/?ref_=sr_t_749,749. Nosferatu,1922,1h 34m,7.8,( 123K ),Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,Not Rated,,Horror_Thriller,images\748.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZjIyNGJhYzYtN2I1My00OTVhLWEyMzItZTVjNDMzOTVkYWViXkEyXkFqcGc@._V1_QL75_UX180_CR0,3,180,266_.jpg",Sigourney Weaver and Carrie Henn in Aliens (1986),https://www.imdb.com/title/tt0090605/?ref_=sr_i_84,https://www.imdb.com/title/tt0090605/?ref_=sr_t_84,84. Aliens,1986,2h 17m,8.4,( 839K ),"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",R,84.0,Sci_Fi,images\83.jpg,,True
"https://m.media-amazon.com/images/M/MV5BODZhOWI1ODgtMzdiOS00YjNkLTgwOGUtYmIyZDg5ZmQwMzQ1XkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg","Grace Kelly, James Stewart, Georgine Darcy, Judith Evelyn, and Harry Landers in Rear Window (1954)",https://www.imdb.com/title/tt0047396/?ref_=sr_i_62,https://www.imdb.com/title/tt0047396/?ref_=sr_t_62,62. Rear Window,1954,1h 52m,8.5,( 568K ),A bored photographer recovering from a broken leg passes the time by watching his neighbors and begins to suspect one of them of murder.,PG,100.0,Horror_Thriller,images\61.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYTdlYjFlZTAtMTA5Yy00Y2UzLWI0ZjEtYWI2Njk0NTI4OGZlXkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg",Toshirô Mifune and Isuzu Yamada in Throne of Blood (1957),https://www.imdb.com/title/tt0050613/?ref_=sr_i_463,https://www.imdb.com/title/tt0050613/?ref_=sr_t_463,463. Throne of Blood,1957,1h 50m,8.0,( 60K ),"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",Not Rated,,Action_Adventure,images\462.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYTI0MjUyODAtZTBkNC00MmIwLWFlNmYtMWE3ZmJlOWJjM2QyXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Joan Fontaine and Laurence Olivier in Rebecca (1940),https://www.imdb.com/title/tt0032976/?ref_=sr_i_292,https://www.imdb.com/title/tt0032976/?ref_=sr_t_292,292. Rebecca,1940,2h 10m,8.1,( 162K ),A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Approved,86.0,Drama_Crime,images\291.jpg,,True
"https://m.media-amazon.com/images/M/MV5BOGY5YWJlMjUtNWI4Zi00NTExLWIwMDUtNGJkOTM0MzliNjE4XkEyXkFqcGc@._V1_QL75_UX180_CR0,3,180,266_.jpg",Richard Burton and Elizabeth Taylor in Who's Afraid of Virginia Woolf? (1966),https://www.imdb.com/title/tt0061184/?ref_=sr_i_448,https://www.imdb.com/title/tt0061184/?ref_=sr_t_448,448. Who's Afraid of Virginia Woolf?,1966,2h 11m,8.0,( 84K ),"A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night.",Approved,75.0,Action_Adventure,images\447.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYWY4YmUzZmUtMzQ0ZS00N2Y2LWJlODQtN2IwMDc1MWQwMmU3XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","John Cleese, Terry Gilliam, Graham Chapman, Eric Idle, Terry Jones, Michael Palin, and Monty Python in Monty Python and the Holy Grail (1975)",https://www.imdb.com/title/tt0071853/?ref_=sr_i_183,https://www.imdb.com/title/tt0071853/?ref_=sr_t_183,183. Monty Python and the Holy Grail,1975,1h 31m,8.2,( 603K ),"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",PG,91.0,Drama_Crime,images\182.jpg,,True
"https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_QL75_UY266_CR0,0,180,266_.jpg","Spike Lee, Danny Aiello, Ossie Davis, John Turturro, Ruby Dee, Giancarlo Esposito, and Bill Nunn in Do the Right Thing (1989)",https://www.imdb.com/title/tt0097216/?ref_=sr_i_550,https://www.imdb.com/title/tt0097216/?ref_=sr_t_550,550. Do the Right Thing,1989,2h,7.9,( 124K ),"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",R,93.0,Drama_Crime,images\549.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMDEzMmQwZjctZWU2My00MWNlLWE0NjItMDJlYTRlNGJiZjcyXkEyXkFqcGc@._V1_QL75_UY266_CR0,0,180,266_.jpg",Zoe Saldaña and Sam Worthington in Avatar (2009),https://www.imdb.com/title/tt0499549/?ref_=sr_i_501,https://www.imdb.com/title/tt0499549/?ref_=sr_t_501,501. Avatar,2009,2h 42m,7.9,( 1.5M ),A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,PG-13,83.0,Action_Adventure,images\500.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNGYyY2I5MzktMDg2MC00Nzc4LWIwNmYtMjg3NzE1ODQyMDllXkEyXkFqcGc@._V1_QL75_UY266_CR17,0,180,266_.jpg","Ajay Devgn, Shriya Saran, Ishita Dutta, and Mrunal Jadhav in Drishyam 2 (2022)",https://www.imdb.com/title/tt15501640/?ref_=sr_i_224,https://www.imdb.com/title/tt15501640/?ref_=sr_t_224,224. Drishyam 2,2022,2h 20m,8.2,( 52K ),"Seven years after burying a dark secret, a cinema owner and his family face a renewed investigation led by a relentless new inspector and a grieving mother. New witnesses and forensic traps threaten to shatter their peaceful life.",,,Horror_Thriller,images\223.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYjQ3M2ZjMzYtNmQwNC00MjNkLTgzOTgtMjhjMDk0YzIzOWZkXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Cinderella Man (2005),https://www.imdb.com/title/tt0352248/?ref_=sr_i_425,https://www.imdb.com/title/tt0352248/?ref_=sr_t_425,425. Cinderella Man,2005,2h 24m,8.0,( 209K ),"The true story of James J. Braddock, a supposedly washed-up boxer, who returned to the spotlight to win the heavyweight championship of the world.",PG-13,69.0,Drama_Crime,images\424.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNjU0NWUzM2UtNzUxNS00NTQ2LWFjNzctMzliNmEwYmExNjIwXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","Black Cat, White Cat (1998)",https://www.imdb.com/title/tt0118843/?ref_=sr_i_468,https://www.imdb.com/title/tt0118843/?ref_=sr_t_468,"468. Black Cat, White Cat",1998,2h 7m,8.0,( 59K ),Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,R,73.0,Drama_Crime,images\467.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTQzMTEyODY2Ml5BMl5BanBnXkFtZTgwMjA0MDUyMjE@._V1_QL75_UY266_CR2,0,180,266_.jpg",Ranbir Kapoor in Barfi! (2012),https://www.imdb.com/title/tt2082197/?ref_=sr_i_320,https://www.imdb.com/title/tt2082197/?ref_=sr_t_320,320. Barfi!,2012,2h 31m,8.1,( 94K ),Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Not Rated,,Romance,images\319.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTU4NTE0NTMyNl5BMl5BanBnXkFtZTgwNjI5MDkxNjE@._V1_QL75_UX180_CR0,2,180,266_.jpg","Richa Chadha, Shweta Tripathi, and Vicky Kaushal in Masaan (2015)",https://www.imdb.com/title/tt4635372/?ref_=sr_i_329,https://www.imdb.com/title/tt4635372/?ref_=sr_t_329,329. Masaan,2015,1h 49m,8.1,( 35K ),"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.",,,Drama_Crime,images\328.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYWViMGRhMTEtN2FlOC00MDVkLTllYmMtNDQyNDgzZmE0YzIxXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Brief Encounter (1945),https://www.imdb.com/title/tt0037558/?ref_=sr_i_444,https://www.imdb.com/title/tt0037558/?ref_=sr_t_444,444. Brief Encounter,1945,1h 26m,8.0,( 49K ),"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",Approved,92.0,Drama_Crime,images\443.jpg,,True
